Sequence_ID	Progeny_Cell_ID
16_4_Lung_2_222	16_4_Lung_1_0
16_4_Lung_2_223	16_4_Lung_1_0
16_4_Lung_2_224	16_4_Lung_1_0
16_4_Lung_2_225	16_4_Lung_1_0
16_4_Lung_2_226	16_4_Lung_1_0
16_4_Lung_2_227	16_4_Lung_1_0
16_4_Lung_2_228	16_4_Lung_1_0
16_4_Lung_2_229	16_4_Lung_1_0
16_4_Lung_2_230	16_4_Lung_1_0
16_4_Lung_2_231	16_4_Lung_1_0
16_4_Lung_2_232	16_4_Lung_1_0
16_4_Lung_2_233	16_4_Lung_1_0
16_4_Blood_3_0	16_4_Blood_2_0
16_4_Blood_3_1	16_4_Blood_2_0
16_4_Blood_3_2	16_4_Blood_2_0
16_4_Blood_3_3	16_4_Blood_2_0
16_4_Blood_3_4	16_4_Blood_2_0
16_4_Blood_3_5	16_4_Blood_2_0
16_4_Blood_3_6	16_4_Blood_2_0
16_4_Blood_3_7	16_4_Blood_2_0
16_4_Blood_3_8	16_4_Blood_2_0
16_4_Blood_3_9	16_4_Blood_2_0
16_4_Blood_3_10	16_4_Blood_2_0
16_4_Blood_3_11	16_4_Blood_2_0
16_4_Blood_3_12	16_4_Blood_2_0
16_4_Blood_3_13	16_4_Blood_2_0
16_4_Blood_3_14	16_4_Blood_2_0
16_4_Blood_3_15	16_4_Blood_2_0
16_4_Blood_3_16	16_4_Blood_2_0
16_4_Blood_3_17	16_4_Blood_2_0
16_4_Blood_3_18	16_4_Blood_2_0
16_4_Blood_3_19	16_4_Blood_2_0
16_4_Blood_3_20	16_4_Blood_2_0
16_4_Lung_3_0	16_4_Lung_2_0
16_4_Lung_3_1	16_4_Lung_2_0
16_4_Lung_3_2	16_4_Lung_2_0
16_4_Lung_3_3	16_4_Lung_2_0
16_4_Lung_3_4	16_4_Lung_2_0
16_4_Lung_3_5	16_4_Lung_2_0
16_4_Lung_3_6	16_4_Lung_2_0
16_4_Lung_3_7	16_4_Lung_2_0
16_4_Lung_3_8	16_4_Lung_2_0
16_4_Lung_3_9	16_4_Lung_2_0
16_4_Lung_3_10	16_4_Lung_2_0
16_4_Lung_3_11	16_4_Lung_2_0
16_4_Lung_3_12	16_4_Lung_2_0
16_4_Lung_3_13	16_4_Lung_2_0
16_4_Lung_3_14	16_4_Lung_2_0
16_4_Lung_3_15	16_4_Lung_2_0
16_4_Lung_3_16	16_4_Lung_2_0
16_4_Lung_3_17	16_4_Lung_2_0
16_4_Lung_3_18	16_4_Lung_2_0
16_4_Lung_3_19	16_4_Lung_2_0
16_4_Lung_3_20	16_4_Lung_2_0
16_4_Lung_3_21	16_4_Lung_2_0
16_4_Lung_3_22	16_4_Lung_2_0
16_4_Lung_3_23	16_4_Lung_2_0
16_4_Lung_3_24	16_4_Lung_2_0
16_4_Lung_3_25	16_4_Lung_2_0
16_4_Lung_3_26	16_4_Lung_2_0
16_4_Lung_3_27	16_4_Lung_2_0
16_4_Lung_3_28	16_4_Lung_2_0
16_4_Lung_3_29	16_4_Lung_2_0
16_4_Lung_3_30	16_4_Lung_2_0
16_4_Lung_3_31	16_4_Lung_2_0
16_4_Lung_3_32	16_4_Lung_2_0
16_4_Lung_3_33	16_4_Lung_2_0
16_4_Lung_3_34	16_4_Lung_2_0
16_4_Lung_3_35	16_4_Lung_2_0
16_4_Lung_3_36	16_4_Lung_2_0
16_4_Lung_3_37	16_4_Lung_2_0
16_4_Lung_3_38	16_4_Lung_2_0
16_4_Lung_3_39	16_4_Lung_2_0
16_4_Lung_3_40	16_4_Lung_2_0
16_4_Lung_3_41	16_4_Lung_2_0
16_4_Lung_3_42	16_4_Lung_2_0
16_4_Lung_3_43	16_4_Lung_2_0
16_4_Lung_3_44	16_4_Lung_2_0
16_4_Lung_3_45	16_4_Lung_2_0
16_4_Lung_3_46	16_4_Lung_2_0
16_4_Lung_3_47	16_4_Lung_2_0
16_4_Lung_3_48	16_4_Lung_2_0
16_4_Lung_3_49	16_4_Lung_2_0
16_4_Lung_3_50	16_4_Lung_2_0
16_4_Lung_3_51	16_4_Lung_2_0
16_4_Lung_3_52	16_4_Lung_2_0
16_4_Lung_3_53	16_4_Lung_2_0
16_4_Lung_3_54	16_4_Lung_2_0
16_4_Lung_3_55	16_4_Lung_2_0
16_4_Lung_3_56	16_4_Lung_2_0
16_4_Lung_3_57	16_4_Lung_2_0
16_4_Lung_3_58	16_4_Lung_2_0
16_4_Lung_3_59	16_4_Lung_2_0
16_4_Lung_3_60	16_4_Lung_2_0
16_4_Lung_3_61	16_4_Lung_2_0
16_4_Lung_3_62	16_4_Lung_2_0
16_4_Lung_3_63	16_4_Lung_2_0
16_4_Lung_3_64	16_4_Lung_2_0
16_4_Lung_3_65	16_4_Lung_2_0
16_4_Lung_3_66	16_4_Lung_2_0
16_4_Lung_3_67	16_4_Lung_2_0
16_4_Lung_3_68	16_4_Lung_2_0
16_4_Lung_3_69	16_4_Lung_2_0
16_4_Lung_3_70	16_4_Lung_2_0
16_4_Lung_3_71	16_4_Lung_2_0
16_4_Lung_3_72	16_4_Lung_2_0
16_4_Lung_3_73	16_4_Lung_2_0
16_4_Lung_3_74	16_4_Lung_2_0
16_4_Lung_3_75	16_4_Lung_2_0
16_4_Lung_3_76	16_4_Lung_2_0
16_4_Lung_3_77	16_4_Lung_2_0
16_4_Lung_3_78	16_4_Lung_2_0
16_4_Lung_3_79	16_4_Lung_2_0
16_4_Lung_3_80	16_4_Lung_2_0
16_4_Lung_3_81	16_4_Lung_2_0
16_4_Lung_3_82	16_4_Lung_2_0
16_4_Lung_3_83	16_4_Lung_2_0
16_4_Lung_3_84	16_4_Lung_2_0
16_4_Lung_3_85	16_4_Lung_2_0
16_4_Lung_3_86	16_4_Lung_2_0
16_4_Lung_3_87	16_4_Lung_2_0
16_4_Lung_3_88	16_4_Lung_2_0
16_4_Lung_3_89	16_4_Lung_2_0
16_4_Lung_3_90	16_4_Lung_2_0
16_4_Lung_3_91	16_4_Lung_2_0
16_4_Lung_3_92	16_4_Lung_2_0
16_4_Lung_3_93	16_4_Lung_2_0
16_4_Lung_3_94	16_4_Lung_2_0
16_4_Lung_3_95	16_4_Lung_2_0
16_4_Lung_3_96	16_4_Lung_2_0
16_4_Lung_3_97	16_4_Lung_2_0
16_4_Lung_3_98	16_4_Lung_2_0
16_4_Lung_3_99	16_4_Lung_2_0
16_4_Lung_3_100	16_4_Lung_2_0
16_4_Lung_3_101	16_4_Lung_2_0
16_4_Lung_3_102	16_4_Lung_2_0
16_4_Lung_3_103	16_4_Lung_2_0
16_4_Lung_3_104	16_4_Lung_2_0
16_4_Lung_3_105	16_4_Lung_2_0
16_4_Lung_3_106	16_4_Lung_2_0
16_4_Lung_3_107	16_4_Lung_2_0
16_4_Lung_3_108	16_4_Lung_2_0
16_4_Lung_3_109	16_4_Lung_2_0
16_4_Lung_3_110	16_4_Lung_2_0
16_4_Lung_3_111	16_4_Lung_2_0
16_4_Lung_3_112	16_4_Lung_2_0
16_4_Lung_3_113	16_4_Lung_2_0
16_4_Lung_3_114	16_4_Lung_2_0
16_4_Lung_3_115	16_4_Lung_2_0
16_4_Lung_3_116	16_4_Lung_2_0
16_4_Lung_3_117	16_4_Lung_2_0
16_4_Lung_3_118	16_4_Lung_2_0
16_4_Lung_3_119	16_4_Lung_2_0
16_4_Lung_3_120	16_4_Lung_2_0
16_4_Lung_3_121	16_4_Lung_2_0
16_4_Lung_3_122	16_4_Lung_2_0
16_4_Lung_3_123	16_4_Lung_2_0
16_4_Lung_3_124	16_4_Lung_2_0
16_4_Lung_3_125	16_4_Lung_2_0
16_4_Lung_3_126	16_4_Lung_2_0
16_4_Lung_3_127	16_4_Lung_2_0
16_4_Lung_3_128	16_4_Lung_2_0
16_4_Lung_3_129	16_4_Lung_2_0
16_4_Lung_3_130	16_4_Lung_2_0
16_4_Lung_3_131	16_4_Lung_2_0
16_4_Lung_3_132	16_4_Lung_2_0
16_4_Lung_3_133	16_4_Lung_2_0
16_4_Lung_3_134	16_4_Lung_2_0
16_4_Lung_3_135	16_4_Lung_2_0
16_4_Lung_3_136	16_4_Lung_2_0
16_4_Lung_3_137	16_4_Lung_2_0
16_4_Lung_3_138	16_4_Lung_2_0
16_4_Lung_3_139	16_4_Lung_2_0
16_4_Lung_3_140	16_4_Lung_2_0
16_4_Lung_3_141	16_4_Lung_2_0
16_4_Lung_3_142	16_4_Lung_2_0
16_4_Lung_3_143	16_4_Lung_2_0
16_4_Lung_3_144	16_4_Lung_2_0
16_4_Lung_3_145	16_4_Lung_2_0
16_4_Lung_3_146	16_4_Lung_2_0
16_4_Lung_3_147	16_4_Lung_2_0
16_4_Lung_3_148	16_4_Lung_2_0
16_4_Lung_3_149	16_4_Lung_2_0
16_4_Lung_3_150	16_4_Lung_2_0
16_4_Lung_3_151	16_4_Lung_2_0
16_4_Lung_3_152	16_4_Lung_2_0
16_4_Lung_3_153	16_4_Lung_2_0
16_4_Lung_3_154	16_4_Lung_2_0
16_4_Lung_3_155	16_4_Lung_2_0
16_4_Lung_3_156	16_4_Lung_2_0
16_4_Lung_3_157	16_4_Lung_2_0
16_4_Lung_3_158	16_4_Lung_2_0
16_4_Lung_3_159	16_4_Lung_2_0
16_4_Lung_3_160	16_4_Lung_2_0
16_4_Lung_3_161	16_4_Lung_2_0
16_4_Lung_3_162	16_4_Lung_2_0
16_4_Lung_3_163	16_4_Lung_2_0
16_4_Lung_3_164	16_4_Lung_2_0
16_4_Lung_3_165	16_4_Lung_2_0
16_4_Lung_3_166	16_4_Lung_2_0
16_4_Lung_3_167	16_4_Lung_2_0
16_4_Lung_3_168	16_4_Lung_2_0
16_4_Lung_3_169	16_4_Lung_2_0
16_4_Lung_3_170	16_4_Lung_2_0
16_4_Lung_3_171	16_4_Lung_2_0
16_4_Lung_3_172	16_4_Lung_2_0
16_4_Lung_3_173	16_4_Lung_2_0
16_4_Lung_3_174	16_4_Lung_2_0
16_4_Lung_3_175	16_4_Lung_2_0
16_4_Lung_3_176	16_4_Lung_2_0
16_4_Lung_3_177	16_4_Lung_2_0
16_4_Lung_3_178	16_4_Lung_2_0
16_4_Lung_3_179	16_4_Lung_2_0
16_4_Lung_3_180	16_4_Lung_2_0
16_4_Lung_3_181	16_4_Lung_2_0
16_4_Lung_3_182	16_4_Lung_2_0
16_4_Lung_3_183	16_4_Lung_2_0
16_4_Lung_3_184	16_4_Lung_2_0
16_4_Lung_3_185	16_4_Lung_2_0
16_4_Lung_3_186	16_4_Lung_2_0
16_4_Lung_3_187	16_4_Lung_2_0
16_4_Lung_3_188	16_4_Lung_2_0
16_4_Lung_3_189	16_4_Lung_2_0
16_4_Lung_3_190	16_4_Lung_2_0
16_4_Lung_3_191	16_4_Lung_2_0
16_4_Lung_3_192	16_4_Lung_2_0
16_4_Lung_3_193	16_4_Lung_2_0
16_4_Lung_3_194	16_4_Lung_2_0
16_4_Lung_3_195	16_4_Lung_2_0
16_4_Lung_3_196	16_4_Lung_2_0
16_4_Lung_3_197	16_4_Lung_2_0
16_4_Lung_3_198	16_4_Lung_2_0
16_4_Lung_3_199	16_4_Lung_2_0
16_4_Lung_3_200	16_4_Lung_2_0
16_4_Lung_3_201	16_4_Lung_2_0
16_4_Lung_3_202	16_4_Lung_2_0
16_4_Lung_3_203	16_4_Lung_2_0
16_4_Lung_3_204	16_4_Lung_2_0
16_4_Lung_3_205	16_4_Lung_2_0
16_4_Lung_3_206	16_4_Lung_2_0
16_4_Lung_3_207	16_4_Lung_2_0
16_4_Lung_3_208	16_4_Lung_2_0
16_4_Lung_3_209	16_4_Lung_2_0
16_4_Lung_3_210	16_4_Lung_2_0
16_4_Lung_3_211	16_4_Lung_2_0
16_4_Lung_3_212	16_4_Lung_2_0
16_4_Lung_3_213	16_4_Lung_2_0
16_4_Lung_3_214	16_4_Lung_2_0
16_4_Lung_3_215	16_4_Lung_2_0
16_4_Lung_3_216	16_4_Lung_2_0
16_4_Lung_3_217	16_4_Lung_2_0
16_4_Lung_3_218	16_4_Lung_2_0
16_4_Lung_3_219	16_4_Lung_2_0
16_4_Lung_3_220	16_4_Lung_2_0
16_4_Lung_3_221	16_4_Lung_2_0
16_4_Lung_3_222	16_4_Lung_2_0
16_4_Lung_3_223	16_4_Lung_2_0
16_4_Lung_3_224	16_4_Lung_2_0
16_4_Lung_3_225	16_4_Lung_2_1
16_4_Lung_3_226	16_4_Lung_2_1
16_4_Lung_3_227	16_4_Lung_2_1
16_4_Lung_3_228	16_4_Lung_2_1
16_4_Lung_3_229	16_4_Lung_2_1
16_4_Lung_3_230	16_4_Lung_2_1
16_4_Lung_3_231	16_4_Lung_2_1
16_4_Lung_3_232	16_4_Lung_2_1
16_4_Lung_3_233	16_4_Lung_2_1
16_4_Lung_3_234	16_4_Lung_2_1
16_4_Lung_3_235	16_4_Lung_2_1
16_4_Lung_3_236	16_4_Lung_2_1
16_4_Lung_3_237	16_4_Lung_2_1
16_4_Lung_3_238	16_4_Lung_2_1
16_4_Lung_3_239	16_4_Lung_2_1
16_4_Lung_3_240	16_4_Lung_2_1
16_4_Lung_3_241	16_4_Lung_2_1
16_4_Lung_3_242	16_4_Lung_2_1
16_4_Lung_3_243	16_4_Lung_2_1
16_4_Lung_3_244	16_4_Lung_2_1
16_4_Lung_3_245	16_4_Lung_2_1
16_4_Lung_3_246	16_4_Lung_2_1
16_4_Lung_3_247	16_4_Lung_2_1
16_4_Lung_3_248	16_4_Lung_2_1
16_4_Lung_3_249	16_4_Lung_2_1
16_4_Lung_3_250	16_4_Lung_2_1
16_4_Lung_3_251	16_4_Lung_2_1
16_4_Lung_3_252	16_4_Lung_2_1
16_4_Lung_3_253	16_4_Lung_2_1
16_4_Lung_3_254	16_4_Lung_2_1
16_4_Lung_3_255	16_4_Lung_2_1
16_4_Lung_3_256	16_4_Lung_2_1
16_4_Lung_3_257	16_4_Lung_2_1
16_4_Lung_3_258	16_4_Lung_2_1
16_4_Lung_3_259	16_4_Lung_2_1
16_4_Lung_3_260	16_4_Lung_2_1
16_4_Lung_3_261	16_4_Lung_2_1
16_4_Lung_3_262	16_4_Lung_2_1
16_4_Lung_3_263	16_4_Lung_2_1
16_4_Lung_3_264	16_4_Lung_2_1
16_4_Lung_3_265	16_4_Lung_2_1
16_4_Lung_3_266	16_4_Lung_2_1
16_4_Lung_3_267	16_4_Lung_2_1
16_4_Lung_3_268	16_4_Lung_2_1
16_4_Lung_3_269	16_4_Lung_2_1
16_4_Lung_3_270	16_4_Lung_2_1
16_4_Lung_3_271	16_4_Lung_2_1
16_4_Lung_3_272	16_4_Lung_2_1
16_4_Lung_3_273	16_4_Lung_2_1
16_4_Lung_3_274	16_4_Lung_2_1
16_4_Lung_3_275	16_4_Lung_2_1
16_4_Lung_3_276	16_4_Lung_2_1
16_4_Lung_3_277	16_4_Lung_2_1
16_4_Lung_3_278	16_4_Lung_2_1
16_4_Lung_3_279	16_4_Lung_2_1
16_4_Lung_3_280	16_4_Lung_2_1
16_4_Lung_3_281	16_4_Lung_2_1
16_4_Lung_3_282	16_4_Lung_2_1
16_4_Lung_3_283	16_4_Lung_2_1
16_4_Lung_3_284	16_4_Lung_2_1
16_4_Lung_3_285	16_4_Lung_2_1
16_4_Lung_3_286	16_4_Lung_2_1
16_4_Lung_3_287	16_4_Lung_2_1
16_4_Lung_3_288	16_4_Lung_2_1
16_4_Lung_3_289	16_4_Lung_2_1
