Sequence_ID	Progeny_Cell_ID
16_0_Blood_3_193	16_0_Blood_2_2
16_0_Blood_3_194	16_0_Blood_2_2
16_0_Blood_3_195	16_0_Blood_2_2
16_0_Blood_3_196	16_0_Blood_2_2
16_0_Blood_3_197	16_0_Blood_2_2
16_0_Blood_3_198	16_0_Blood_2_2
16_0_Blood_3_199	16_0_Blood_2_2
16_0_Blood_3_200	16_0_Blood_2_2
16_0_Blood_3_201	16_0_Blood_2_2
16_0_Blood_3_202	16_0_Blood_2_2
16_0_Blood_3_203	16_0_Blood_2_2
16_0_Lung_3_0	16_0_Lung_2_0
16_0_Lung_3_1	16_0_Lung_2_0
16_0_Lung_3_2	16_0_Lung_2_0
16_0_Lung_3_3	16_0_Lung_2_0
16_0_Lung_3_4	16_0_Lung_2_0
16_0_Lung_3_5	16_0_Lung_2_0
16_0_Lung_3_6	16_0_Lung_2_0
16_0_Lung_3_7	16_0_Lung_2_0
16_0_Lung_3_8	16_0_Lung_2_0
16_0_Lung_3_9	16_0_Lung_2_0
16_0_Lung_3_10	16_0_Lung_2_0
16_0_Lung_3_11	16_0_Lung_2_0
16_0_Lung_3_12	16_0_Lung_2_0
16_0_Lung_3_13	16_0_Lung_2_0
16_0_Lung_3_14	16_0_Lung_2_0
16_0_Lung_3_15	16_0_Lung_2_0
16_0_Lung_3_16	16_0_Lung_2_0
16_0_Lung_3_17	16_0_Lung_2_0
16_0_Lung_3_18	16_0_Lung_2_0
16_0_Lung_3_19	16_0_Lung_2_0
16_0_Lung_3_20	16_0_Lung_2_0
16_0_Lung_3_21	16_0_Lung_2_0
16_0_Lung_3_22	16_0_Lung_2_0
16_0_Lung_3_23	16_0_Lung_2_0
16_0_Lung_3_24	16_0_Lung_2_0
16_0_Lung_3_25	16_0_Lung_2_0
16_0_Lung_3_26	16_0_Lung_2_0
16_0_Lung_3_27	16_0_Lung_2_0
16_0_Lung_3_28	16_0_Lung_2_0
16_0_Lung_3_29	16_0_Lung_2_0
16_0_Lung_3_30	16_0_Lung_2_0
16_0_Lung_3_31	16_0_Lung_2_0
16_0_Lung_3_32	16_0_Lung_2_0
16_0_Lung_3_33	16_0_Lung_2_0
16_0_Lung_3_34	16_0_Lung_2_0
16_0_Lung_3_35	16_0_Lung_2_0
16_0_Lung_3_36	16_0_Lung_2_0
16_0_Lung_3_37	16_0_Lung_2_0
16_0_Lung_3_38	16_0_Lung_2_0
16_0_Lung_3_39	16_0_Lung_2_0
16_0_Lung_3_40	16_0_Lung_2_0
16_0_Lung_3_41	16_0_Lung_2_0
16_0_Lung_3_42	16_0_Lung_2_0
16_0_Lung_3_43	16_0_Lung_2_0
16_0_Lung_3_44	16_0_Lung_2_0
16_0_Lung_3_45	16_0_Lung_2_0
16_0_Lung_3_46	16_0_Lung_2_0
16_0_Lung_3_47	16_0_Lung_2_0
16_0_Lung_3_48	16_0_Lung_2_0
16_0_Lung_3_49	16_0_Lung_2_0
16_0_Lung_3_50	16_0_Lung_2_0
16_0_Lung_3_51	16_0_Lung_2_0
16_0_Lung_3_52	16_0_Lung_2_0
16_0_Lung_3_53	16_0_Lung_2_0
16_0_Lung_3_54	16_0_Lung_2_0
16_0_Lung_3_55	16_0_Lung_2_0
16_0_Lung_3_56	16_0_Lung_2_0
16_0_Lung_3_57	16_0_Lung_2_0
16_0_Lung_3_58	16_0_Lung_2_0
16_0_Lung_3_59	16_0_Lung_2_0
16_0_Lung_3_60	16_0_Lung_2_0
16_0_Lung_3_61	16_0_Lung_2_0
16_0_Lung_3_62	16_0_Lung_2_0
16_0_Lung_3_63	16_0_Lung_2_0
16_0_Lung_3_64	16_0_Lung_2_0
16_0_Lung_3_65	16_0_Lung_2_0
16_0_Lung_3_66	16_0_Lung_2_0
16_0_Lung_3_67	16_0_Lung_2_0
16_0_Lung_3_68	16_0_Lung_2_0
