Sequence_ID	Parent_Cell_ID
4_2_Lung_0_1	4_2_Lung_0_0
4_2_Lung_0_0	4_2_Lung_0_0
4_2_Lung_1_9	4_2_Lung_1_0
4_2_Lung_1_18	4_2_Lung_1_0
4_2_Lung_1_7	4_2_Lung_1_0
4_2_Lung_1_4	4_2_Lung_1_0
4_2_Lung_1_8	4_2_Lung_1_0
4_2_Lung_1_15	4_2_Lung_1_0
4_2_Lung_1_14	4_2_Lung_1_0
4_2_Lung_1_0	4_2_Lung_1_0
4_2_Lung_1_12	4_2_Lung_1_0
4_2_Lung_1_19	4_2_Lung_1_0
4_2_Lung_1_11	4_2_Lung_1_0
