Gene_name	Bifidobacterium adolescentis	Bifidobacterium angulatum DSM 20098 JCM 7096	Bifidobacterium animalis	Bifidobacterium animalis subsp animalis YL2	Bifidobacterium animalis subsp. lactis BLC1	Bifidobacterium bifidum NCIMB 41171	Bifidobacterium breve	Bifidobacterium catenulatum DSM 16992 JCM 1194 LMG 11043	Bifidobacterium catenulatum subsp. kashiwanohense JCM 15439 DSM 21854	Bifidobacterium dentium ATCC27678	Bifidobacterium longum JMC1217	Bifidobacterium longum subsp. longum JCM 1217	Bifidobacterium pseudocatenulatum	Bifidobacterium pseudolongum	Bifidobacterium thermophilum	Bifidobacterium-infantis-subsp-suis-DSM20211	Bifidobacterium-longum-infantis-subsp-infantis-ATCC15697
BBAG_RS06475	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06480	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06485	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06490	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06495	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06500	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06505	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06510	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06515	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06525	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06530	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06540	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06545	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06550	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06565	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06570	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06575	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06580	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06585	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06590	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06595	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06600	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06605	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06610	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06620	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06625	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06630	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06640	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06650	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06660	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06685	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06690	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06710	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06735	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06775	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06855	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06865	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06880	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06905	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06910	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06915	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06920	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06925	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06940	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06950	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06955	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06965	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06970	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06985	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06990	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS06995	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07005	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07010	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07020	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07025	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07030	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07035	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07040	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07045	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07050	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07055	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07065	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07070	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07075	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07085	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07090	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07095	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07105	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07110	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07115	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07120	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07125	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07130	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07135	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07140	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07145	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07150	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07155	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07160	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07165	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07170	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07175	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07180	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07185	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07190	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07195	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07200	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07205	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07210	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07215	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07220	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07225	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07230	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07235	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07250	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07260	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07275	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07280	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07295	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07300	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07305	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07310	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07315	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07320	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07335	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07340	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07345	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07350	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07355	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07360	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07365	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07375	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07385	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07390	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07395	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07400	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07405	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07410	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07415	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07420	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07425	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07430	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07435	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07440	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07445	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07450	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07460	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07465	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07470	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07480	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07490	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07495	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07500	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07505	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07510	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07515	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07520	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07525	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07535	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07550	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07555	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07560	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07565	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07570	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07575	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07580	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07585	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07590	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07595	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07600	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07605	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07610	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07615	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07625	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07630	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07640	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07645	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07650	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07660	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07665	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07675	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07680	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07690	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07695	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07700	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07705	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07715	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07720	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07725	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07730	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07735	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07740	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07745	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07750	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07755	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07760	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07765	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07770	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07780	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07785	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07790	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07800	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07805	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07810	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07815	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07820	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07830	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07835	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07840	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07850	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07855	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07865	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07870	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07875	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07880	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07885	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07890	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07895	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07900	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07905	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07910	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07915	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07920	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07925	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07930	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07945	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07960	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07970	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07975	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07980	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07985	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS07990	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08005	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08010	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08015	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08020	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08025	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08030	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08035	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08040	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08055	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08090	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08095	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08115	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08125	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08145	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08155	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08160	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08175	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08180	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08185	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08200	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08205	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08220	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08225	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08230	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08260	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08265	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08275	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08325	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08330	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08335	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08340	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08350	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08355	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08370	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08385	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08400	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08405	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08435	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08440	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08480	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08485	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08495	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08500	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08505	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08510	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08515	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08540	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08545	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08550	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08555	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08560	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08565	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08575	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08580	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08590	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08595	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08605	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08630	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08655	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08665	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08670	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08675	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08680	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08685	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08690	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08695	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08700	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08705	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08710	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08720	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08730	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08740	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08745	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08750	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08755	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08760	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08765	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08770	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08775	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08780	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBAG_RS08785	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBCT_RS00020	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BBCT_RS00035	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BBCT_RS00045	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BBCT_RS00050	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BBCT_RS00055	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BBCT_RS00060	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BBCT_RS00065	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BBCT_RS00070	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BBCT_RS00075	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BBCT_RS00080	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BBCT_RS00085	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
BBCT_RS00090	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
