Sequence_ID	Progeny_Cell_ID
16_6_Blood_4_44	16_6_Blood_3_0
16_6_Blood_4_45	16_6_Blood_3_0
16_6_Blood_4_46	16_6_Blood_3_0
16_6_Blood_4_47	16_6_Blood_3_0
16_6_Blood_4_48	16_6_Blood_3_0
16_6_Blood_4_49	16_6_Blood_3_0
16_6_Blood_4_50	16_6_Blood_3_0
16_6_Blood_4_51	16_6_Blood_3_0
16_6_Blood_4_52	16_6_Blood_3_0
16_6_Blood_4_53	16_6_Blood_3_0
16_6_Blood_4_54	16_6_Blood_3_0
16_6_Blood_4_55	16_6_Blood_3_0
16_6_Blood_4_56	16_6_Blood_3_0
16_6_Blood_4_57	16_6_Blood_3_0
16_6_Blood_4_58	16_6_Blood_3_0
16_6_Blood_4_59	16_6_Blood_3_0
16_6_Blood_4_60	16_6_Blood_3_0
16_6_Blood_4_61	16_6_Blood_3_0
16_6_Blood_4_62	16_6_Blood_3_0
16_6_Blood_4_63	16_6_Blood_3_0
16_6_Blood_4_64	16_6_Blood_3_1
16_6_Blood_4_65	16_6_Blood_3_1
16_6_Blood_4_66	16_6_Blood_3_1
16_6_Blood_4_67	16_6_Blood_3_1
16_6_Blood_4_68	16_6_Blood_3_1
16_6_Blood_4_69	16_6_Blood_3_1
16_6_Blood_4_70	16_6_Blood_3_1
